Temperature - (Celsius);Year;Statistics;Country;ISO3
-4.6865;1909;Feb;Czechia;CZE
0.78473;1909;Mar;Czechia;CZE
7.62381;1909;Apr;Czechia;CZE
10.6005;1909;May;Czechia;CZE
14.738;1909;Jun;Czechia;CZE
15.3484;1909;Jul;Czechia;CZE
16.835;1909;Aug;Czechia;CZE
13.3862;1909;Sep;Czechia;CZE
10.0271;1909;Oct;Czechia;CZE
0.94699;1909;Nov;Czechia;CZE
-0.3258;1909;Dec;Czechia;CZE
-1.0929;1910;Jan;Czechia;CZE
0.73186;1910;Feb;Czechia;CZE
2.94741;1910;Mar;Czechia;CZE
6.95438;1910;Apr;Czechia;CZE
12.2439;1910;May;Czechia;CZE
16.408;1910;Jun;Czechia;CZE
15.641;1910;Jul;Czechia;CZE
15.9947;1910;Aug;Czechia;CZE
11.7001;1910;Sep;Czechia;CZE
8.39917;1910;Oct;Czechia;CZE
1.34358;1910;Nov;Czechia;CZE
1.0331;1910;Dec;Czechia;CZE
-3.2598;1911;Jan;Czechia;CZE
-1.2841;1911;Feb;Czechia;CZE
3.13628;1911;Mar;Czechia;CZE
7.05784;1911;Apr;Czechia;CZE
12.5716;1911;May;Czechia;CZE
15.1459;1911;Jun;Czechia;CZE
19.1333;1911;Jul;Czechia;CZE
19.0287;1911;Aug;Czechia;CZE
14.2798;1911;Sep;Czechia;CZE
8.02298;1911;Oct;Czechia;CZE
3.79163;1911;Nov;Czechia;CZE
0.48054;1911;Dec;Czechia;CZE
-5.0675;1912;Jan;Czechia;CZE
0.4898;1912;Feb;Czechia;CZE
5.11636;1912;Mar;Czechia;CZE
5.95481;1912;Apr;Czechia;CZE
11.7996;1912;May;Czechia;CZE
15.9566;1912;Jun;Czechia;CZE
17.5351;1912;Jul;Czechia;CZE
14.6469;1912;Aug;Czechia;CZE
9.44934;1912;Sep;Czechia;CZE
5.82213;1912;Oct;Czechia;CZE
0.40424;1912;Nov;Czechia;CZE
0.80831;1912;Dec;Czechia;CZE
-3.483;1913;Jan;Czechia;CZE
-1.3368;1913;Feb;Czechia;CZE
5.17621;1913;Mar;Czechia;CZE
7.58611;1913;Apr;Czechia;CZE
11.8695;1913;May;Czechia;CZE
14.7695;1913;Jun;Czechia;CZE
14.3895;1913;Jul;Czechia;CZE
15.0354;1913;Aug;Czechia;CZE
12.6356;1913;Sep;Czechia;CZE
8.68382;1913;Oct;Czechia;CZE
4.95406;1913;Nov;Czechia;CZE
0.45113;1913;Dec;Czechia;CZE
-5.7611;1914;Jan;Czechia;CZE
-0.8453;1914;Feb;Czechia;CZE
3.90139;1914;Mar;Czechia;CZE
9.19606;1914;Apr;Czechia;CZE
11.4791;1914;May;Czechia;CZE
14.6622;1914;Jun;Czechia;CZE
16.9592;1914;Jul;Czechia;CZE
17.1204;1914;Aug;Czechia;CZE
12.1684;1914;Sep;Czechia;CZE
7.69262;1914;Oct;Czechia;CZE
2.08623;1914;Nov;Czechia;CZE
0.62631;1914;Dec;Czechia;CZE
-1.3018;1915;Jan;Czechia;CZE
-0.8269;1915;Feb;Czechia;CZE
0.65312;1915;Mar;Czechia;CZE
6.98727;1915;Apr;Czechia;CZE
13.2987;1915;May;Czechia;CZE
17.4942;1915;Jun;Czechia;CZE
16.4752;1915;Jul;Czechia;CZE
14.9404;1915;Aug;Czechia;CZE
11.2062;1915;Sep;Czechia;CZE
6.21256;1915;Oct;Czechia;CZE
0.10654;1915;Nov;Czechia;CZE
1.93317;1915;Dec;Czechia;CZE
1.77529;1916;Jan;Czechia;CZE
-0.9131;1916;Feb;Czechia;CZE
4.85616;1916;Mar;Czechia;CZE
7.73874;1916;Apr;Czechia;CZE
13.0614;1916;May;Czechia;CZE
13.3169;1916;Jun;Czechia;CZE
16.4765;1916;Jul;Czechia;CZE
16.0163;1916;Aug;Czechia;CZE
11.7768;1916;Sep;Czechia;CZE
7.77572;1916;Oct;Czechia;CZE
3.86975;1916;Nov;Czechia;CZE
1.20259;1916;Dec;Czechia;CZE
-4.2101;1917;Jan;Czechia;CZE
-5.6838;1917;Feb;Czechia;CZE
-0.532;1917;Mar;Czechia;CZE
4.10271;1917;Apr;Czechia;CZE
14.2629;1917;May;Czechia;CZE
18.6024;1917;Jun;Czechia;CZE
17.8117;1917;Jul;Czechia;CZE
17.4985;1917;Aug;Czechia;CZE
14.8657;1917;Sep;Czechia;CZE
7.7936;1917;Oct;Czechia;CZE
3.41004;1917;Nov;Czechia;CZE
-3.6006;1917;Dec;Czechia;CZE
-1.26;1918;Jan;Czechia;CZE
-0.3846;1918;Feb;Czechia;CZE
3.34958;1918;Mar;Czechia;CZE
10.0389;1918;Apr;Czechia;CZE
13.4656;1918;May;Czechia;CZE
13.2258;1918;Jun;Czechia;CZE
16.4165;1918;Jul;Czechia;CZE
16.2914;1918;Aug;Czechia;CZE
13.9579;1918;Sep;Czechia;CZE
8.16968;1918;Oct;Czechia;CZE
1.63149;1918;Nov;Czechia;CZE
1.30742;1918;Dec;Czechia;CZE
-0.4373;1919;Jan;Czechia;CZE
-1.9792;1919;Feb;Czechia;CZE
2.69847;1919;Mar;Czechia;CZE
5.40932;1919;Apr;Czechia;CZE
9.6536;1919;May;Czechia;CZE
14.8864;1919;Jun;Czechia;CZE
14.7167;1919;Jul;Czechia;CZE
16.5579;1919;Aug;Czechia;CZE
15.0357;1919;Sep;Czechia;CZE
6.30502;1919;Oct;Czechia;CZE
-0.1385;1919;Nov;Czechia;CZE
-1.0025;1919;Dec;Czechia;CZE
0.34386;1920;Jan;Czechia;CZE
0.98684;1920;Feb;Czechia;CZE
5.22291;1920;Mar;Czechia;CZE
10.1841;1920;Apr;Czechia;CZE
14.3181;1920;May;Czechia;CZE
14.1218;1920;Jun;Czechia;CZE
17.8188;1920;Jul;Czechia;CZE
15.559;1920;Aug;Czechia;CZE
13.2828;1920;Sep;Czechia;CZE
5.82787;1920;Oct;Czechia;CZE
-0.599;1920;Nov;Czechia;CZE
-0.984;1920;Dec;Czechia;CZE
2.41295;1921;Jan;Czechia;CZE
-0.916;1921;Feb;Czechia;CZE
4.66474;1921;Mar;Czechia;CZE
6.92559;1921;Apr;Czechia;CZE
14.0837;1921;May;Czechia;CZE
14.1198;1921;Jun;Czechia;CZE
18.5695;1921;Jul;Czechia;CZE
17.79;1921;Aug;Czechia;CZE
13.1327;1921;Sep;Czechia;CZE
9.81517;1921;Oct;Czechia;CZE
-0.6049;1921;Nov;Czechia;CZE
-1.7146;1921;Dec;Czechia;CZE
-4.9452;1922;Jan;Czechia;CZE
-3.5848;1922;Feb;Czechia;CZE
3.32919;1922;Mar;Czechia;CZE
5.91258;1922;Apr;Czechia;CZE
13.1072;1922;May;Czechia;CZE
15.9425;1922;Jun;Czechia;CZE
16.3719;1922;Jul;Czechia;CZE
15.9862;1922;Aug;Czechia;CZE
11.0815;1922;Sep;Czechia;CZE
5.10304;1922;Oct;Czechia;CZE
0.97591;1922;Nov;Czechia;CZE
-0.3285;1922;Dec;Czechia;CZE
-0.9428;1923;Jan;Czechia;CZE
-1.167;1923;Feb;Czechia;CZE
3.70674;1923;Mar;Czechia;CZE
6.20816;1923;Apr;Czechia;CZE
12.882;1923;May;Czechia;CZE
11.9042;1923;Jun;Czechia;CZE
18.2794;1923;Jul;Czechia;CZE
16.4371;1923;Aug;Czechia;CZE
13.2854;1923;Sep;Czechia;CZE
10.2935;1923;Oct;Czechia;CZE
2.5961;1923;Nov;Czechia;CZE
-3.1265;1923;Dec;Czechia;CZE
-4.9688;1924;Jan;Czechia;CZE
-4.776;1924;Feb;Czechia;CZE
1.01112;1924;Mar;Czechia;CZE
6.20045;1924;Apr;Czechia;CZE
13.8629;1924;May;Czechia;CZE
15.0634;1924;Jun;Czechia;CZE
16.7876;1924;Jul;Czechia;CZE
14.9701;1924;Aug;Czechia;CZE
13.9948;1924;Sep;Czechia;CZE
8.53143;1924;Oct;Czechia;CZE
1.46971;1924;Nov;Czechia;CZE
-1.3881;1924;Dec;Czechia;CZE
-0.1021;1925;Jan;Czechia;CZE
2.02669;1925;Feb;Czechia;CZE
0.70044;1925;Mar;Czechia;CZE
7.91694;1925;Apr;Czechia;CZE
13.7451;1925;May;Czechia;CZE
14.2939;1925;Jun;Czechia;CZE
17.2184;1925;Jul;Czechia;CZE
16.4278;1925;Aug;Czechia;CZE
11.4057;1925;Sep;Czechia;CZE
8.01144;1925;Oct;Czechia;CZE
1.63807;1925;Nov;Czechia;CZE
-2.3691;1925;Dec;Czechia;CZE
-2.6619;1926;Jan;Czechia;CZE
2.51445;1926;Feb;Czechia;CZE
2.86211;1926;Mar;Czechia;CZE
9.20306;1926;Apr;Czechia;CZE
11.3318;1926;May;Czechia;CZE
13.5805;1926;Jun;Czechia;CZE
16.9716;1926;Jul;Czechia;CZE
15.7688;1926;Aug;Czechia;CZE
14.4173;1926;Sep;Czechia;CZE
8.15526;1926;Oct;Czechia;CZE
6.3847;1926;Nov;Czechia;CZE
-1.1976;1926;Dec;Czechia;CZE
-0.352;1927;Jan;Czechia;CZE
-1.5793;1927;Feb;Czechia;CZE
5.00657;1927;Mar;Czechia;CZE
7.12251;1927;Apr;Czechia;CZE
11.0832;1927;May;Czechia;CZE
15.4008;1927;Jun;Czechia;CZE
17.6842;1927;Jul;Czechia;CZE
16.9668;1927;Aug;Czechia;CZE
13.8433;1927;Sep;Czechia;CZE
7.85075;1927;Oct;Czechia;CZE
2.06893;1927;Nov;Czechia;CZE
-4.9169;1927;Dec;Czechia;CZE
-0.7384;1928;Jan;Czechia;CZE
0.01073;1928;Feb;Czechia;CZE
1.36864;1928;Mar;Czechia;CZE
7.65545;1928;Apr;Czechia;CZE
9.79136;1928;May;Czechia;CZE
14.3288;1928;Jun;Czechia;CZE
19.4541;1928;Jul;Czechia;CZE
17.105;1928;Aug;Czechia;CZE
13.0074;1928;Sep;Czechia;CZE
8.43047;1928;Oct;Czechia;CZE
5.43479;1928;Nov;Czechia;CZE
-2.5868;1928;Dec;Czechia;CZE
-7.3409;1929;Jan;Czechia;CZE
-7.1534;1929;Feb;Czechia;CZE
0.66556;1929;Mar;Czechia;CZE
4.25492;1929;Apr;Czechia;CZE
13.2444;1929;May;Czechia;CZE
14.869;1929;Jun;Czechia;CZE
17.9592;1929;Jul;Czechia;CZE
17.5403;1929;Aug;Czechia;CZE
14.7925;1929;Sep;Czechia;CZE
9.72432;1929;Oct;Czechia;CZE
3.99257;1929;Nov;Czechia;CZE
1.16708;1929;Dec;Czechia;CZE
-0.6994;1930;Jan;Czechia;CZE
-2.5773;1930;Feb;Czechia;CZE
4.03359;1930;Mar;Czechia;CZE
8.42392;1930;Apr;Czechia;CZE
11.8409;1930;May;Czechia;CZE
18.3444;1930;Jun;Czechia;CZE
16.8732;1930;Jul;Czechia;CZE
16.1044;1930;Aug;Czechia;CZE
13.5008;1930;Sep;Czechia;CZE
8.32524;1930;Oct;Czechia;CZE
4.79946;1930;Nov;Czechia;CZE
-1.6185;1930;Dec;Czechia;CZE
-2.1716;1931;Jan;Czechia;CZE
-2.5434;1931;Feb;Czechia;CZE
-0.9742;1931;Mar;Czechia;CZE
5.08384;1931;Apr;Czechia;CZE
15.6272;1931;May;Czechia;CZE
16.9389;1931;Jun;Czechia;CZE
17.6013;1931;Jul;Czechia;CZE
15.8413;1931;Aug;Czechia;CZE
9.97663;1931;Sep;Czechia;CZE
6.69056;1931;Oct;Czechia;CZE
2.46291;1931;Nov;Czechia;CZE
-1.9881;1931;Dec;Czechia;CZE
-0.8196;1932;Jan;Czechia;CZE
-5.095;1932;Feb;Czechia;CZE
-0.8994;1932;Mar;Czechia;CZE
7.25708;1932;Apr;Czechia;CZE
13.0549;1932;May;Czechia;CZE
14.2959;1932;Jun;Czechia;CZE
18.5681;1932;Jul;Czechia;CZE
18.6624;1932;Aug;Czechia;CZE
16.2223;1932;Sep;Czechia;CZE
8.73808;1932;Oct;Czechia;CZE
3.03242;1932;Nov;Czechia;CZE
-1.1243;1932;Dec;Czechia;CZE
-5.6149;1933;Jan;Czechia;CZE
-1.5633;1933;Feb;Czechia;CZE
3.36608;1933;Mar;Czechia;CZE
5.94555;1933;Apr;Czechia;CZE
11.1709;1933;May;Czechia;CZE
13.7204;1933;Jun;Czechia;CZE
17.7218;1933;Jul;Czechia;CZE
17.1353;1933;Aug;Czechia;CZE
13.0535;1933;Sep;Czechia;CZE
8.39214;1933;Oct;Czechia;CZE
1.69707;1933;Nov;Czechia;CZE
-6.0559;1933;Dec;Czechia;CZE
-2.1269;1934;Jan;Czechia;CZE
-1.003;1934;Feb;Czechia;CZE
4.40844;1934;Mar;Czechia;CZE
10.2301;1934;Apr;Czechia;CZE
13.9046;1934;May;Czechia;CZE
15.9517;1934;Jun;Czechia;CZE
18.4575;1934;Jul;Czechia;CZE
17.0567;1934;Aug;Czechia;CZE
15.0518;1934;Sep;Czechia;CZE
8.84954;1934;Oct;Czechia;CZE
3.52206;1934;Nov;Czechia;CZE
2.94784;1934;Dec;Czechia;CZE
-4.1484;1935;Jan;Czechia;CZE
-0.632;1935;Feb;Czechia;CZE
0.91517;1935;Mar;Czechia;CZE
7.06342;1935;Apr;Czechia;CZE
10.435;1935;May;Czechia;CZE
17.7515;1935;Jun;Czechia;CZE
17.6309;1935;Jul;Czechia;CZE
16.9539;1935;Aug;Czechia;CZE
13.8281;1935;Sep;Czechia;CZE
9.07392;1935;Oct;Czechia;CZE
3.63679;1935;Nov;Czechia;CZE
-1.4726;1935;Dec;Czechia;CZE
0.58679;1936;Jan;Czechia;CZE
-1.3751;1936;Feb;Czechia;CZE
4.57804;1936;Mar;Czechia;CZE
7.32958;1936;Apr;Czechia;CZE
12.8851;1936;May;Czechia;CZE
15.7698;1936;Jun;Czechia;CZE
17.7957;1936;Jul;Czechia;CZE
15.8841;1936;Aug;Czechia;CZE
12.9111;1936;Sep;Czechia;CZE
5.36645;1936;Oct;Czechia;CZE
2.30258;1936;Nov;Czechia;CZE
-0.6344;1936;Dec;Czechia;CZE
-4.4275;1937;Jan;Czechia;CZE
0.00776;1937;Feb;Czechia;CZE
3.34961;1937;Mar;Czechia;CZE
7.37067;1937;Apr;Czechia;CZE
15.1633;1937;May;Czechia;CZE
16.9637;1937;Jun;Czechia;CZE
17.3193;1937;Jul;Czechia;CZE
17.0696;1937;Aug;Czechia;CZE
13.5656;1937;Sep;Czechia;CZE
9.32799;1937;Oct;Czechia;CZE
2.3674;1937;Nov;Czechia;CZE
-2.2425;1937;Dec;Czechia;CZE
-1.3576;1938;Jan;Czechia;CZE
-0.6066;1938;Feb;Czechia;CZE
6.21124;1938;Mar;Czechia;CZE
4.31225;1938;Apr;Czechia;CZE
10.9643;1938;May;Czechia;CZE
16.6369;1938;Jun;Czechia;CZE
17.3483;1938;Jul;Czechia;CZE
17.711;1938;Aug;Czechia;CZE
13.1249;1938;Sep;Czechia;CZE
9.13608;1938;Oct;Czechia;CZE
5.32567;1938;Nov;Czechia;CZE
-3.5446;1938;Dec;Czechia;CZE
-0.4315;1939;Jan;Czechia;CZE
0.54164;1939;Feb;Czechia;CZE
0.33045;1939;Mar;Czechia;CZE
9.62983;1939;Apr;Czechia;CZE
10.5251;1939;May;Czechia;CZE
16.0396;1939;Jun;Czechia;CZE
17.5828;1939;Jul;Czechia;CZE
17.8367;1939;Aug;Czechia;CZE
13.009;1939;Sep;Czechia;CZE
6.3858;1939;Oct;Czechia;CZE
3.80992;1939;Nov;Czechia;CZE
-3.6093;1939;Dec;Czechia;CZE
-10.284;1940;Jan;Czechia;CZE
-6.9391;1940;Feb;Czechia;CZE
0.88103;1940;Mar;Czechia;CZE
7.64918;1940;Apr;Czechia;CZE
11.1044;1940;May;Czechia;CZE
16.1117;1940;Jun;Czechia;CZE
16.3933;1940;Jul;Czechia;CZE
14.4777;1940;Aug;Czechia;CZE
12.8616;1940;Sep;Czechia;CZE
7.76717;1940;Oct;Czechia;CZE
4.2672;1940;Nov;Czechia;CZE
-5.5791;1940;Dec;Czechia;CZE
-6.9837;1941;Jan;Czechia;CZE
-1.4431;1941;Feb;Czechia;CZE
2.59655;1941;Mar;Czechia;CZE
5.53149;1941;Apr;Czechia;CZE
9.18303;1941;May;Czechia;CZE
15.7614;1941;Jun;Czechia;CZE
17.5077;1941;Jul;Czechia;CZE
15.6012;1941;Aug;Czechia;CZE
11.72;1941;Sep;Czechia;CZE
7.21747;1941;Oct;Czechia;CZE
0.02251;1941;Nov;Czechia;CZE
-0.8198;1941;Dec;Czechia;CZE
-10.319;1942;Jan;Czechia;CZE
-5.8551;1942;Feb;Czechia;CZE
0.49122;1942;Mar;Czechia;CZE
6.38835;1942;Apr;Czechia;CZE
12.3841;1942;May;Czechia;CZE
14.6883;1942;Jun;Czechia;CZE
16.3559;1942;Jul;Czechia;CZE
17.7915;1942;Aug;Czechia;CZE
16.2925;1942;Sep;Czechia;CZE
10.6734;1942;Oct;Czechia;CZE
1.74607;1942;Nov;Czechia;CZE
0.14141;1942;Dec;Czechia;CZE
-4.1224;1943;Jan;Czechia;CZE
1.41021;1943;Feb;Czechia;CZE
4.73521;1943;Mar;Czechia;CZE
8.75895;1943;Apr;Czechia;CZE
11.7718;1943;May;Czechia;CZE
14.1115;1943;Jun;Czechia;CZE
17.2091;1943;Jul;Czechia;CZE
18.8075;1943;Aug;Czechia;CZE
14.494;1943;Sep;Czechia;CZE
9.93012;1943;Oct;Czechia;CZE
1.71951;1943;Nov;Czechia;CZE
-1.8007;1943;Dec;Czechia;CZE
0.91329;1944;Jan;Czechia;CZE
-2.8233;1944;Feb;Czechia;CZE
-0.4041;1944;Mar;Czechia;CZE
7.79688;1944;Apr;Czechia;CZE
11.2547;1944;May;Czechia;CZE
14.3023;1944;Jun;Czechia;CZE
17.112;1944;Jul;Czechia;CZE
19.582;1944;Aug;Czechia;CZE
13.2462;1944;Sep;Czechia;CZE
8.80228;1944;Oct;Czechia;CZE
2.59417;1944;Nov;Czechia;CZE
-2.6377;1944;Dec;Czechia;CZE
-6.718;1945;Jan;Czechia;CZE
1.35027;1945;Feb;Czechia;CZE
4.60145;1945;Mar;Czechia;CZE
8.2888;1945;Apr;Czechia;CZE
13.8493;1945;May;Czechia;CZE
16.7391;1945;Jun;Czechia;CZE
18.1723;1945;Jul;Czechia;CZE
16.9478;1945;Aug;Czechia;CZE
13.3906;1945;Sep;Czechia;CZE
8.25267;1945;Oct;Czechia;CZE
2.26086;1945;Nov;Czechia;CZE
-0.579;1945;Dec;Czechia;CZE
-4.4049;1946;Jan;Czechia;CZE
0.65285;1946;Feb;Czechia;CZE
3.91294;1946;Mar;Czechia;CZE
10.2975;1946;Apr;Czechia;CZE
15.0435;1946;May;Czechia;CZE
15.8545;1946;Jun;Czechia;CZE
18.8525;1946;Jul;Czechia;CZE
17.4412;1946;Aug;Czechia;CZE
14.4641;1946;Sep;Czechia;CZE
5.52816;1946;Oct;Czechia;CZE
2.20716;1946;Nov;Czechia;CZE
-4.1846;1946;Dec;Czechia;CZE
-7.2609;1947;Jan;Czechia;CZE
-7.0158;1947;Feb;Czechia;CZE
2.58149;1947;Mar;Czechia;CZE
9.70071;1947;Apr;Czechia;CZE
14.3061;1947;May;Czechia;CZE
17.2778;1947;Jun;Czechia;CZE
18.8427;1947;Jul;Czechia;CZE
17.6475;1947;Aug;Czechia;CZE
16.7451;1947;Sep;Czechia;CZE
6.69325;1947;Oct;Czechia;CZE
4.40604;1947;Nov;Czechia;CZE
-0.3015;1947;Dec;Czechia;CZE
0.92448;1948;Jan;Czechia;CZE
-1.6973;1948;Feb;Czechia;CZE
4.37719;1948;Mar;Czechia;CZE
9.67452;1948;Apr;Czechia;CZE
14.2211;1948;May;Czechia;CZE
14.9929;1948;Jun;Czechia;CZE
15.865;1948;Jul;Czechia;CZE
16.8792;1948;Aug;Czechia;CZE
14.3582;1948;Sep;Czechia;CZE
8.45114;1948;Oct;Czechia;CZE
3.0172;1948;Nov;Czechia;CZE
-1.9203;1948;Dec;Czechia;CZE
-0.8336;1949;Jan;Czechia;CZE
-0.0127;1949;Feb;Czechia;CZE
0.71645;1949;Mar;Czechia;CZE
9.80029;1949;Apr;Czechia;CZE
12.8531;1949;May;Czechia;CZE
13.9268;1949;Jun;Czechia;CZE
17.1065;1949;Jul;Czechia;CZE
16.5705;1949;Aug;Czechia;CZE
15.2771;1949;Sep;Czechia;CZE
9.53007;1949;Oct;Czechia;CZE
3.20955;1949;Nov;Czechia;CZE
1.17228;1949;Dec;Czechia;CZE
-4.2367;1950;Jan;Czechia;CZE
0.77392;1950;Feb;Czechia;CZE
4.39196;1950;Mar;Czechia;CZE
7.49941;1950;Apr;Czechia;CZE
14.345;1950;May;Czechia;CZE
17.7049;1950;Jun;Czechia;CZE
18.8029;1950;Jul;Czechia;CZE
17.901;1950;Aug;Czechia;CZE
13.341;1950;Sep;Czechia;CZE
6.9203;1950;Oct;Czechia;CZE
2.91673;1950;Nov;Czechia;CZE
-2.2818;1950;Dec;Czechia;CZE
-0.5103;1951;Jan;Czechia;CZE
0.99317;1951;Feb;Czechia;CZE
1.78545;1951;Mar;Czechia;CZE
7.75296;1951;Apr;Czechia;CZE
11.7274;1951;May;Czechia;CZE
15.9237;1951;Jun;Czechia;CZE
17.4653;1951;Jul;Czechia;CZE
18.4752;1951;Aug;Czechia;CZE
15.0018;1951;Sep;Czechia;CZE
7.17605;1951;Oct;Czechia;CZE
5.72929;1951;Nov;Czechia;CZE
0.92554;1951;Dec;Czechia;CZE
-1.4432;1952;Jan;Czechia;CZE
-1.355;1952;Feb;Czechia;CZE
0.28403;1952;Mar;Czechia;CZE
10.5431;1952;Apr;Czechia;CZE
11.6439;1952;May;Czechia;CZE
15.4629;1952;Jun;Czechia;CZE
18.8248;1952;Jul;Czechia;CZE
19.0192;1952;Aug;Czechia;CZE
11.1519;1952;Sep;Czechia;CZE
7.0454;1952;Oct;Czechia;CZE
1.32217;1952;Nov;Czechia;CZE
-2.3296;1952;Dec;Czechia;CZE
-2.3599;1953;Jan;Czechia;CZE
-1.1053;1953;Feb;Czechia;CZE
3.76731;1953;Mar;Czechia;CZE
9.15831;1953;Apr;Czechia;CZE
12.3595;1953;May;Czechia;CZE
16.6117;1953;Jun;Czechia;CZE
18.6089;1953;Jul;Czechia;CZE
16.5144;1953;Aug;Czechia;CZE
14.1882;1953;Sep;Czechia;CZE
10.3816;1953;Oct;Czechia;CZE
2.91452;1953;Nov;Czechia;CZE
0.20702;1953;Dec;Czechia;CZE
-6.563;1954;Jan;Czechia;CZE
-6.7943;1954;Feb;Czechia;CZE
3.91795;1954;Mar;Czechia;CZE
5.22983;1954;Apr;Czechia;CZE
12.1379;1954;May;Czechia;CZE
16.952;1954;Jun;Czechia;CZE
15.1272;1954;Jul;Czechia;CZE
16.9313;1954;Aug;Czechia;CZE
14.5717;1954;Sep;Czechia;CZE
8.8169;1954;Oct;Czechia;CZE
2.21233;1954;Nov;Czechia;CZE
1.67041;1954;Dec;Czechia;CZE
-3.4217;1955;Jan;Czechia;CZE
-2.6958;1955;Feb;Czechia;CZE
-0.0475;1955;Mar;Czechia;CZE
5.76829;1955;Apr;Czechia;CZE
10.8978;1955;May;Czechia;CZE
14.7643;1955;Jun;Czechia;CZE
17.3357;1955;Jul;Czechia;CZE
16.7585;1955;Aug;Czechia;CZE
13.7407;1955;Sep;Czechia;CZE
8.04133;1955;Oct;Czechia;CZE
2.85342;1955;Nov;Czechia;CZE
1.11279;1955;Dec;Czechia;CZE
-1.4027;1956;Jan;Czechia;CZE
-9.5885;1956;Feb;Czechia;CZE
1.12461;1956;Mar;Czechia;CZE
5.99336;1956;Apr;Czechia;CZE
12.3328;1956;May;Czechia;CZE
14.1024;1956;Jun;Czechia;CZE
17.3593;1956;Jul;Czechia;CZE
15.7914;1956;Aug;Czechia;CZE
14.2108;1956;Sep;Czechia;CZE
8.14664;1956;Oct;Czechia;CZE
0.27261;1956;Nov;Czechia;CZE
-0.1684;1956;Dec;Czechia;CZE
-2.1337;1957;Jan;Czechia;CZE
2.39684;1957;Feb;Czechia;CZE
5.15456;1957;Mar;Czechia;CZE
7.51649;1957;Apr;Czechia;CZE
9.90723;1957;May;Czechia;CZE
17.5364;1957;Jun;Czechia;CZE
18.1168;1957;Jul;Czechia;CZE
15.6385;1957;Aug;Czechia;CZE
12.0682;1957;Sep;Czechia;CZE
8.4362;1957;Oct;Czechia;CZE
4.10201;1957;Nov;Czechia;CZE
-0.9034;1957;Dec;Czechia;CZE
-2.4054;1958;Jan;Czechia;CZE
1.00735;1958;Feb;Czechia;CZE
-1.4821;1958;Mar;Czechia;CZE
4.92482;1958;Apr;Czechia;CZE
14.9929;1958;May;Czechia;CZE
14.672;1958;Jun;Czechia;CZE
17.8172;1958;Jul;Czechia;CZE
17.2527;1958;Aug;Czechia;CZE
14.0351;1958;Sep;Czechia;CZE
9.16435;1958;Oct;Czechia;CZE
3.9366;1958;Nov;Czechia;CZE
0.6247;1958;Dec;Czechia;CZE
-1.5364;1959;Jan;Czechia;CZE
-2.0561;1959;Feb;Czechia;CZE
5.4076;1959;Mar;Czechia;CZE
8.92574;1959;Apr;Czechia;CZE
12.4877;1959;May;Czechia;CZE
15.704;1959;Jun;Czechia;CZE
18.7091;1959;Jul;Czechia;CZE
17.2371;1959;Aug;Czechia;CZE
12.3165;1959;Sep;Czechia;CZE
7.72271;1959;Oct;Czechia;CZE
2.89396;1959;Nov;Czechia;CZE
0.95001;1959;Dec;Czechia;CZE
-2.7759;1960;Jan;Czechia;CZE
-1.9787;1960;Feb;Czechia;CZE
3.24494;1960;Mar;Czechia;CZE
7.04934;1960;Apr;Czechia;CZE
12.4418;1960;May;Czechia;CZE
15.979;1960;Jun;Czechia;CZE
15.7756;1960;Jul;Czechia;CZE
16.7568;1960;Aug;Czechia;CZE
12.6271;1960;Sep;Czechia;CZE
9.20859;1960;Oct;Czechia;CZE
4.88278;1960;Nov;Czechia;CZE
0.79806;1960;Dec;Czechia;CZE
-3.38;1961;Jan;Czechia;CZE
2.16743;1961;Feb;Czechia;CZE
5.76667;1961;Mar;Czechia;CZE
10.9681;1961;Apr;Czechia;CZE
10.5213;1961;May;Czechia;CZE
16.558;1961;Jun;Czechia;CZE
15.7202;1961;Jul;Czechia;CZE
16.5835;1961;Aug;Czechia;CZE
15.9182;1961;Sep;Czechia;CZE
10.2888;1961;Oct;Czechia;CZE
2.90497;1961;Nov;Czechia;CZE
-3.1125;1961;Dec;Czechia;CZE
-0.8104;1962;Jan;Czechia;CZE
-1.4806;1962;Feb;Czechia;CZE
-0.4685;1962;Mar;Czechia;CZE
9.0809;1962;Apr;Czechia;CZE
10.1541;1962;May;Czechia;CZE
14.1056;1962;Jun;Czechia;CZE
15.6149;1962;Jul;Czechia;CZE
17.4903;1962;Aug;Czechia;CZE
12.6582;1962;Sep;Czechia;CZE
8.31424;1962;Oct;Czechia;CZE
2.69263;1962;Nov;Czechia;CZE
-5.2503;1962;Dec;Czechia;CZE
-9.0897;1963;Jan;Czechia;CZE
-6.9488;1963;Feb;Czechia;CZE
0.97848;1963;Mar;Czechia;CZE
8.69345;1963;Apr;Czechia;CZE
12.4228;1963;May;Czechia;CZE
16.33;1963;Jun;Czechia;CZE
18.5922;1963;Jul;Czechia;CZE
17.2987;1963;Aug;Czechia;CZE
14.5852;1963;Sep;Czechia;CZE
8.21257;1963;Oct;Czechia;CZE
6.47214;1963;Nov;Czechia;CZE
-5.0981;1963;Dec;Czechia;CZE
-5.5116;1964;Jan;Czechia;CZE
-1.7516;1964;Feb;Czechia;CZE
-0.6839;1964;Mar;Czechia;CZE
8.7774;1964;Apr;Czechia;CZE
13.072;1964;May;Czechia;CZE
17.7812;1964;Jun;Czechia;CZE
18.2017;1964;Jul;Czechia;CZE
